ID	SCIENTIFIC_NAME	ID_NCBI	Phylum
NFUS1	Neochildia fusca	66402	ACOELA
CSUB1	Childia submaculatum	243778	ACOELA
CNAI1	Convoluta (Praesagittifera) naikaiensis	31270	ACOELA
DLON1	Diopisthoporus longitubus	996724	ACOELA
HMIA1	Hofstenia miamia	442651	ACOELA
IPUL1	Isodiametra pulchra	504439	ACOELA
PRUB1	Paratomella rubra	90914	ACOELA
SYRO2	Symsagittifera roscoffensis	84072	ACOELA
HCAR1	Hermodice carunculata	259844	ANNELIDA
PCAL1	Pareurythoe californica	1633897	ANNELIDA
GVUL1	Golfingia vulgaris	210797	ANNELIDA
PGOU1	Phascolopsis gouldii	6442	ANNELIDA
PAGA1	Phascolosoma agassizii	360543	ANNELIDA
PHGR1	Phascolosoma granulatum	41797	ANNELIDA
SNUD1	Sipunculus nudus	6446	ANNELIDA
PBAL1	Psammodrilus balanoglossoides	1977847	ANNELIDA
CHAE1	Chaetopterus sp. SL-2014	1570313	ANNELIDA
CVAR1	Chaetopterus variopedatus	34590	ANNELIDA
MMIN1	Mesochaetopterus minutus	1723709	ANNELIDA
PHYL1	Phyllochaetopterus sp. KMH-2014	1490214	ANNELIDA
DGYR1	Dimorphilus gyrociliatus	2664684	ANNELIDA
TAXI1	Trilobodrilus axi	188474	ANNELIDA
MPIT1	Magelona pitelkai	1653079	ANNELIDA
MHEE1	Myriochele heeri	1977846	ANNELIDA
OFUS1	Owenia fusiformis	6347	ANNELIDA
HRPE1	Hrabeiella periglandulata	152469	ANNELIDA
AEOL1	Aeolosoma sp.	55817	ANNELIDA
CMAT1	Carpetania elisae	452200	ANNELIDA
NNAJ1	Norana najaformis	991102	ANNELIDA
EAND1	Eisenia andrei	168636	ANNELIDA
MVUL1	Metaphire vulgaris	1196096	ANNELIDA
ECRY2	Enchytraeus crypticus	913645	ANNELIDA
PVOL1	Propappus volki	251477	ANNELIDA
DLER1	Delaya leruthi	1963245	ANNELIDA
PELO1	Pelodrilus sp. HAPS2	1963180	ANNELIDA
CYCO1	Cylicobdellidae sp. DSW-2020	2705382	ANNELIDA
HROB1	Helobdella robusta	6412	ANNELIDA
WPIG1	Whitmania pigra	486152	ANNELIDA
HMED1	Hirudo medicinalis 	6421	ANNELIDA
PHAG1	Phagodrilus sp. DSW-2020	2705235	ANNELIDA
SHER1	Stylodrilus heringianus	77571	ANNELIDA
TSTR1	Trichodrilus strandi	1736119	ANNELIDA
DRAW1	Drawida sp. KH-2017	1963188	ANNELIDA
PMEY1	Parvidrilus meyssonnieri	1171980	ANNELIDA
RAND1	Randiella sp. DSW-2020	2705241	ANNELIDA
AUJA1	Aulodrilus japonicus	2020002	ANNELIDA
BASP1	Bathydrilus sp. DSW-2020	2705229	ANNELIDA
BVEJ1	Bothrioneurum vejdovskyanum	188204	ANNELIDA
CDIA1	Chaetogaster diaphanus	212246	ANNELIDA
OLAV1	Olavius sp. CE14538	2562122	ANNELIDA
PASP1	Paranais sp. DSW-2020	2705234	ANNELIDA
RPIG1	Rhyacodrilus pigueti	1348610	ANNELIDA
TJUG1	Troglodrilus jugeti	2507403	ANNELIDA
PHRC1	Phreodrilidae sp. C DSW-2020	2705238	ANNELIDA
PHRE1	Phreodrilidae sp. A DSW-2020	2705236	ANNELIDA
MEGA1	Megadrilus sp. A5911	1654982	ANNELIDA
PCHA1	Protodriloides chaetifer	254032	ANNELIDA
PSYM1	Protodriloides symbioticus	205111	ANNELIDA
OXIA1	Ophryotrocha xiamen	2741705	ANNELIDA
HIST1	Histriobdella sp. ET-2021	2863089	ANNELIDA
NNIG1	Ninoe nigripes	318790	ANNELIDA
LIOC1	Laetmonice cf. iocasica ET-2021	2863094	ANNELIDA
COCC1	Chrysopetalum occidentale	2859446	ANNELIDA
AFUS1	Amphiduros fuscescens	1209993	ANNELIDA
LACY1	Lacydonia sp. ET-2021	2863088	ANNELIDA
LOPA1	Lopadorrhynchus sp. ET-2021	2863092	ANNELIDA
SCAM1	Struwela camposi 	2859449	ANNELIDA
NEPH1	Nephtys sp. ET-2021	2863093	ANNELIDA
AVIR1	Alitta virens	880429	ANNELIDA
PAIB1	Perinereis aibuhitensis	126650	ANNELIDA
PDUM1	Platynereis dumerilii	6359	ANNELIDA
PMED1	Phyllodoce medipapillata	868040	ANNELIDA
PVER1	Pilargis verrucosa	1818081	ANNELIDA
LEYZ1	Lepidonotopodium sp. YZ-2016	1899226	ANNELIDA
PHBA1	Pholoe baltica	318818	ANNELIDA
SGRA1	Sphaerodorum gracilis	2576333	ANNELIDA
SYGR1	Syllis gracilis	418370	ANNELIDA
TOMO1	Tomopteris sp. ET-2021	2863090	ANNELIDA
TRAV1	Travisiopsis sp. ET-2021	2863091	ANNELIDA
APAC1	Abarenicola pacifica	273052	ANNELIDA
COCO1	Arenicola marina 	6344	ANNELIDA
CTEL1	Capitella teleta	283909	ANNELIDA
HFIL1	Heteromastus filiformis	397554	ANNELIDA
OACU1	Ophelina acuminata	190468	ANNELIDA
TMUC1	Thoracophelia mucronata	1280055	ANNELIDA
SINF1	Scalibregma inflatum	195275	ANNELIDA
DSUB1	Diurodrilus subterraneus	1318637	ANNELIDA
LROB1	Leitoscoloplos robustus	645995	ANNELIDA
NDEN1	Naineris dendritica	273009	ANNELIDA
PHEI1	Parergodrilus heideri	152569	ANNELIDA
SPIN1	Spinther sp. SA-2015	1649661	ANNELIDA
MOCC1	Manayunkia occidentalis	2704156	ANNELIDA
AORS1	Anamobaea orstedii	2733422	ANNELIDA
MINF1	Myxicola infundibulum	76264	ANNELIDA
LSAT1	Lamellibrachia satsuma	104711	ANNELIDA
OALV1	Oasisia alvinae	53619	ANNELIDA
OFRA1	Osedax frankpressi	283776	ANNELIDA
PECH1	Paraescarpia echinospica	2080241	ANNELIDA
RPAC1	Riftia pachyptila	6426	ANNELIDA
BWEL1	Boccardia wellingtonensis	2584083	ANNELIDA
CCIR1	Cirratulus cirratus	394749	ANNELIDA
FMUN1	Flabegraviera mundata	2507406	ANNELIDA
SSCU1	Sternaspis scutata	36133	ANNELIDA
APOM1	Alvinella pompejana	6376	ANNELIDA
HINV1	Hypania invalida	1977848	ANNELIDA
MOCU1	Melinna oculata	2716577	ANNELIDA
NROB1	Neoamphitrite robusta	868091	ANNELIDA
TEST1	Terebellides stroemi	1037239	ANNELIDA
TROS1	Trichobranchus roseus	2248427	ANNELIDA
CROT1	Carcinoscorpius rotundicauda	6848	ARTHROPODA
LPOL1	Limulus polyphemus	6850	ARTHROPODA
TGIG1	Tachypleus gigas	6852	ARTHROPODA
TTRI1	Tachypleus tridentatus	6853	ARTHROPODA
RROB1	Rhizoglyphus robini	223528	ARTHROPODA
PPEL1	Platynothrus peltifer	128015	ARTHROPODA
BTRO1	Blomia tropicalis	40697	ARTHROPODA
HRUF1	Hypochthonius rufulus	66581	ARTHROPODA
NPAL1	Nothrus palustris	198293	ARTHROPODA
SASC1	Sarcoptes scabiei	52283	ARTHROPODA
SMAG1	Steganacarus magnus	52000	ARTHROPODA
HDES1	Halotydeus destructor	2874060	ARTHROPODA
PCIT1	Panonychus citri	50023	ARTHROPODA
TCIN1	Tetranychus cinnabarinus	93129	ARTHROPODA
TURT1	Tetranychus urticae	32264	ARTHROPODA
LDEL1	Leptotrombidium deliense	299467	ARTHROPODA
DTIN1	Dinothrombium tinctorium	1965070	ARTHROPODA
CIOA1	Charinus ioanniticus	1938788	ARTHROPODA
CISR1	Charinus israelensis	2760776	ARTHROPODA
DAMO1	Damon sp. Maynooth	2508655	ARTHROPODA
PMAR1	Phrynus marginemaculatus	118542	ARTHROPODA
NOVA1	Novanapis sp. RK-2018	2080923	ARTHROPODA
ABRU1	Argiope bruennichi	94029	ARTHROPODA
NARA1	Neoscona arabesca	336594	ARTHROPODA
SRUF1	Sphodros rufipes	1203468	ARTHROPODA
MENN1	Menneus sp. RK-2018	2080916	ARTHROPODA
PARA1	Paramatachia sp. RK-2018	2080958	ARTHROPODA
ARAQ1	Argyroneta aquatica	375087	ARTHROPODA
SDUM1	Stegodyphus dumicola	202533	ARTHROPODA
KHIB1	Kukulcania hibernalis	268415	ARTHROPODA
SCAP1	Sergiolus capulatus	1506255	ARTHROPODA
POTW1	Progradungula otwayensis	2080872	ARTHROPODA
HTHE1	Homalonychus theologus	320780	ARTHROPODA
ARCH1	Archoleptoneta schusteri	1002511	ARTHROPODA
LTHA1	Liphistius thaleban	1905330	ARTHROPODA
SROV1	Schizocosa rovneri	128042	ARTHROPODA
MFUL1	Megahexura fulva	389833	ARTHROPODA
ELEO1	Ero leonina	1506261	ARTHROPODA
MGUT1	Microdipoena guttata	709022	ARTHROPODA
MLEI1	Mysmena leichhardti	926011	ARTHROPODA
NICO1	Nicodamidae sp. 2 RK-2018	2080922	ARTHROPODA
OCHY1	Ochyrocera sp. RK-2018	2080925	ARTHROPODA
OECO1	Oecobius cellariorum	198414	ARTHROPODA
OPOP1	Opopaea sp. RK-2018	2080926	ARTHROPODA
ORSO1	Orsolobidae sp. RK-2018	2080927	ARTHROPODA
PALB1	Pararchaea alba	1654964	ARTHROPODA
PMAN1	Pholcus manueli	393849	ARTHROPODA
HUST1	Habronattus ustulatus	158281	ARTHROPODA
SEGE1	Segestria sp. NG-2016	1794826	ARTHROPODA
LDES1	Loxosceles deserta	424440	ARTHROPODA
PTEP1	Parasteatoda tepidariorum	114398	ARTHROPODA
TSAV1	Theridiosoma savannum	2080868	ARTHROPODA
TRAD1	Tengella radiata	389058	ARTHROPODA
DAMP1	Dampetrus sp. RF-2017	1955546	ARTHROPODA
ANEO1	Acropsopilio neozelandiae	1954383	ARTHROPODA
THER1	Theromaster sp. RF-2017	1955777	ARTHROPODA
FMAR1	Fissiphallius martensi	1955530	ARTHROPODA
SLUC1	Saramacia lucasae	1955541	ARTHROPODA
NDUB1	Nemastomella dubia	43287	ARTHROPODA
MAME1	Metasiro americanus	397056	ARTHROPODA
TGUL1	Thrasychirus gulosus	1160271	ARTHROPODA
PSCH1	Petrobunus schwendingeri	1007617	ARTHROPODA
